[2019-11-24 05:38:10] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:11] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:14] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:15] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:17] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:17] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:17] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:19] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:24] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:25] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:26] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:27] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:29] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:30] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:35] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:38] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:40] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:40] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:40] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:47] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:48] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:49] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:53] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:53] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:57] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:38:58] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
[2019-11-24 05:39:00] [application][ERROR]: [500#ERROR_GENERAL] HTTP Request Failed	
